vrmsMean,vrmsSD,vzcMean,vzcSD,vscMean,vscSD,vtscMean,vtscSD,vsdMean,vsdSD,vtfMean,vtfSD,vsfMean,vsfSD,vskMean,vskSD,vsrMean,vsrSD,vsskMean,vsskSD,vsslMean,vsslSD,vssMean,vssSD,vtprMean,vtprSD,Vmfcc1Mean,Vmfcc1SD,Vmfcc2Mean,Vmfcc2SD,Vmfcc3Mean,Vmfcc3SD,Vmfcc4Mean,Vmfcc4SD,Vmfcc5Mean,Vmfcc5SD,Vmfcc6Mean,Vmfcc6SD,Vmfcc7Mean,Vmfcc7SD,Vmfcc8Mean,Vmfcc8SD,Vmfcc9Mean,Vmfcc9SD,Vmfcc10Mean,Vmfcc10SD,Vmfcc11Mean,Vmfcc11SD,Vmfcc12Mean,Vmfcc12SD,Vmfcc13Mean,Vmfcc13SD,Vmfcc14Mean,Vmfcc14SD,Vmfcc15Mean,Vmfcc15SD,Vmfcc16Mean,Vmfcc16SD,Vmfcc17Mean,Vmfcc17SD,Vmfcc18Mean,Vmfcc18SD,Vmfcc19Mean,Vmfcc19SD,Vmfcc20Mean,Vmfcc20SD,Class
-9.401891297,0.612189376,0.038525847,0.007019471,515.2534277,39.82361524,0.123573968,0.012212856,0.091752256,0.008598297,0.062483244,0.02042209,0.015632972,0.012214763,7145.832766,1010.912179,1433.775159,191.5302257,5.182267523,0.364387222,-0.025974007,0.002865395,397.7406385,24.02767506,0.625662243,0.054693352,-10.13642725,0.435038649,5.234159608,0.162274243,-0.282561739,0.315956112,-1.107975903,0.305028835,0.737681437,0.205407826,0.209901966,0.182508812,0.373063191,0.189438713,0.134153792,0.154501138,0.477972594,0.10728678,0.134706566,0.090338885,-0.174584187,0.098095511,-0.121549296,0.090449067,0.265014543,0.081876513,-0.198141262,0.081976782,0.117741516,0.089990255,-0.031871351,0.08294426,-0.002221986,0.075436636,0.283109341,0.081017305,-0.040419435,0.09266893,0.269906796,0.089467786,Normal
-8.935606476,0.83781731,0.034412034,0.002778689,494.6735241,194.0823715,0.119106495,0.014981532,0.095851476,0.010978077,0.102740303,0.050100923,0.017984422,0.013778094,3441.84715,467.9162991,2061.956985,475.8349294,5.893685348,0.646091238,-0.026311506,0.003387789,450.1327847,159.257422,0.558942359,0.036907049,-9.086513878,1.513344705,3.880934831,0.231103816,0.002266192,0.088008382,-0.000621272,0.083671213,-0.105986188,0.168599163,0.006875852,0.10036297,0.613692218,0.150186291,-0.348880968,0.069912561,0.719453877,0.104765078,0.038694739,0.081533887,0.10708662,0.133159043,0.347444584,0.079736721,0.107185454,0.086213954,-0.059355687,0.072380428,0.209275184,0.101906781,0.312621603,0.071921724,-0.038021538,0.09658904,0.168082771,0.063384946,-0.01147238,0.091951194,0.027734127,0.054577722,Normal
-8.068441509,0.541932177,0.049041529,0.003402986,680.2736911,181.337825,0.103058586,0.008213011,0.088635469,0.007902424,0.065964587,0.057833255,0.017758998,0.016745939,3269.350348,651.935892,2039.13704,596.9768055,5.142229623,0.319252494,-0.030503907,0.002538627,519.7191858,159.2432869,0.619755531,0.03963141,-8.488767956,1.323558452,3.759432505,0.363500695,-0.437158038,0.133671127,-0.283560405,0.081264221,-0.337114903,0.12481826,0.977695884,0.103569236,0.240371842,0.069276932,0.087275598,0.067684792,0.658011788,0.102446188,-0.034996189,0.06008637,-0.33458971,0.08475727,0.201242945,0.044442603,0.063283099,0.059838497,0.248681299,0.056119783,0.02671815,0.046934387,0.108698869,0.040162247,-0.278284607,0.043749027,0.460964229,0.065236101,-0.046061636,0.050292503,0.415493609,0.059315695,Normal
-10.51497542,1.304052516,0.027137666,0.017108257,364.8808923,209.5384813,0.131959391,0.023035143,0.105288936,0.037503142,0.133716058,0.048235772,0.048591821,0.024421718,2483.610562,690.6368092,2295.15351,1050.435388,6.199005344,0.975434834,-0.02228493,0.004097995,504.068713,169.6180925,0.594494083,0.054391352,-10.62728997,1.678736019,4.2468952,0.323316095,0.774836551,0.372516006,-0.711373427,0.213213703,-0.331810247,0.239110558,0.460353706,0.167593434,0.178872978,0.228082248,-0.52815857,0.193317558,1.066682455,0.162512381,-0.086289527,0.153314028,1.010235088,0.163362071,-0.5001005,0.169345347,0.293403772,0.165471946,-0.000270628,0.200035464,0.098494887,0.13046886,0.187363624,0.112120192,-0.297617368,0.136957295,0.219718672,0.133884443,-0.325401279,0.115275365,0.216751545,0.108564428,Normal
-10.09878266,0.776577292,0.04725883,0.007205976,669.9438722,181.9372241,0.073337285,0.004650485,0.094752439,0.007905637,0.154815408,0.047125961,0.020351346,0.012877696,1916.992558,213.0348195,2801.0234,651.4311113,4.160868517,0.234623389,-0.025360577,0.002014868,617.0906643,151.1499278,0.574241975,0.038980057,-9.390523211,1.560339581,4.102250784,0.233351178,0.380302586,0.115313764,-1.288107909,0.11976223,-0.268720075,0.072995677,0.713293879,0.090004989,0.540857333,0.082892298,-0.119157725,0.078483107,0.149639823,0.060581747,0.180319355,0.054480575,0.101060315,0.054728984,0.183244055,0.058178522,0.070768082,0.060992401,-0.361161501,0.053783259,0.377698003,0.059638123,-0.254080133,0.051881792,-0.095126679,0.046248554,0.069039913,0.048118741,-0.234352745,0.043873578,0.471598494,0.050192433,Normal
-10.78818137,1.04169434,0.044931605,0.013357384,630.1929225,208.0515763,0.075355039,0.006525955,0.096266032,0.035253365,0.161137822,0.048312888,0.043405479,0.01271085,3293.834142,359.5246457,2278.330046,496.1344577,4.47786518,0.328163876,-0.024799359,0.002849171,549.9567596,161.8806794,0.537588862,0.055734859,-9.493373815,1.572687482,4.069328075,0.238339745,-0.647380942,0.125449874,-0.425637375,0.1225284,-0.545116404,0.108705006,-0.053742422,0.084505713,0.763581865,0.09643102,-0.551549232,0.08821975,0.363834375,0.09091765,0.49646381,0.098658155,0.779928461,0.093124746,-0.521858377,0.082170284,0.312986094,0.075848744,-0.453968608,0.109231572,0.058487206,0.080602583,0.290311293,0.062965826,-0.00425829,0.086352987,0.024901616,0.065243079,-0.019271383,0.066348915,0.024071407,0.067400436,Normal
-10.70539592,1.059435604,0.050784016,0.005149717,574.8475115,190.3983396,0.089433448,0.013560796,0.125482196,0.01752507,0.10407226,0.051378387,0.045738901,0.012359623,4452.929892,762.7888963,1970.010927,706.7627589,4.641491679,0.611545315,-0.023871631,0.004115096,429.1914827,165.8826856,0.404215568,0.057501156,-10.24081261,1.494266739,4.185215659,0.315175066,0.512195498,0.230580769,0.358489126,0.224045208,-1.511690474,0.257915311,0.127851876,0.222815696,0.051454503,0.233218279,0.190549819,0.202099783,0.098605501,0.233423205,0.376875759,0.200638117,0.743104255,0.196448706,0.062757121,0.174082133,-0.065069263,0.162415944,0.043534552,0.149104581,-0.140043218,0.170884304,-0.304996007,0.1443443,0.822066019,0.134400518,-0.512977735,0.147268358,0.23628956,0.122440581,0.008073499,0.129273203,Normal
-9.006542173,1.059442722,0.04900802,0.004427384,662.5097385,213.2054937,0.09468003,0.007670852,-0.036969777,0.013124427,0.073007518,0.052681897,0.016328911,0.014893383,4297.233009,618.8790408,1627.878311,513.9055941,4.442486807,0.261129872,-0.02919178,0.003237635,502.7122024,168.2838217,0.582324465,0.039892371,-9.204405569,1.635830706,4.418860412,0.295259785,-0.367732436,0.133528828,-0.382407328,0.121058244,-0.709571104,0.134163802,1.122776112,0.123412693,-0.298709978,0.077170347,0.551321277,0.094593261,-0.300493374,0.097372436,0.961376917,0.087022206,-0.282310059,0.078852996,-0.154299512,0.066266941,0.256759226,0.055068714,-0.064589389,0.05932514,0.246074144,0.065563948,0.075225936,0.098304656,-0.07987485,0.088007171,-0.013510623,0.06288645,0.408505416,0.068692907,0.158774992,0.08665686,Normal
-9.720479859,1.00068845,0.013120522,0.004373153,188.9683861,10.75716362,0.18849535,0.014267999,0.147247244,0.125224604,0.122539857,0.022377189,0.044549159,0.018672117,4639.771923,866.6517192,1187.12416,228.0267947,7.739147169,0.418998785,-0.019189255,0.002525318,199.3031149,27.73568579,0.568488076,0.039830503,-11.82217985,0.412374028,4.211321644,0.268476248,0.576130789,0.237364238,0.061616895,0.213557047,0.030032795,0.202069625,0.60049581,0.271067446,0.553812091,0.183357758,0.180833699,0.176173438,0.492183701,0.146711596,0.454725071,0.1712421,0.031666471,0.144251052,-0.090167133,0.137678023,0.118676779,0.131606488,0.02163883,0.1456438,0.04983563,0.129001892,0.146567775,0.129053295,-0.135108237,0.125637163,-0.002151937,0.132953547,0.091859872,0.125489889,-0.158080874,0.122532096,Normal
-10.19453789,1.362430366,0.033064262,0.007955519,404.3639353,215.3598104,0.12296985,0.016363308,0.113562899,0.035338523,0.079752262,0.05382359,0.020819495,0.013737444,7011.573387,1487.50352,1478.965673,483.5189907,5.865999061,0.784016622,-0.023869451,0.004489279,361.7300551,169.5616222,0.558758416,0.038695722,-10.35043025,1.497046467,4.83444892,0.44201024,-0.106504002,0.380010008,-0.260494715,0.266265926,-0.227429933,0.190991037,0.489059364,0.154497821,0.103940244,0.13610014,-0.264714393,0.128291506,0.490437851,0.150297992,0.628041666,0.14413915,-0.182053769,0.134142154,0.053608967,0.116288158,0.03033365,0.120205114,0.153709356,0.116293949,-0.062589233,0.139939485,0.049397628,0.119320476,-0.163119985,0.107933689,0.01536041,0.121238627,0.232571378,0.091019598,-0.176068637,0.075060536,Normal
-9.180118723,0.450872149,0.051480779,0.004390488,671.402518,176.83006,0.088886447,0.00722671,0.060290106,0.03396446,0.097498818,0.053113533,0.025541251,0.015731522,4111.37679,528.8451179,1602.559832,501.913384,4.710289585,0.289408203,-0.026295415,0.002004396,454.0572317,155.1103886,0.558096958,0.037161437,-9.674234295,1.30477789,4.647678466,0.316520752,-0.407747769,0.202781371,-0.546956562,0.147574382,-0.291918417,0.145324105,0.836056769,0.149407313,0.116690562,0.125768775,0.09122275,0.11423293,0.350601487,0.09135848,0.182202992,0.097588854,0.12271646,0.142272708,-0.260641865,0.089436754,0.593555731,0.118689411,-0.282008394,0.099774944,0.103468637,0.085748242,0.34320213,0.126800036,-0.183054492,0.074046134,0.579725784,0.081117778,-0.083450139,0.084932963,-0.056358275,0.090247406,Normal
-10.52797136,0.735710035,0.038990342,0.008908085,431.9343503,142.5997631,0.098679858,0.012024898,0.147319351,0.021902172,0.108062475,0.044111544,0.030109974,0.012470844,3796.198409,504.1789944,1521.274186,405.7807953,4.703648102,0.477108446,-0.025780485,0.003236579,450.0628368,121.3352229,0.540732285,0.114577898,-9.742048375,1.466820936,4.260319035,0.25708839,0.260486898,0.169291454,-0.811159807,0.161557556,-0.133155789,0.147552469,0.273089497,0.182387555,0.290115307,0.109503744,-0.243515852,0.116333858,0.006436741,0.109507044,1.074786775,0.129971836,-0.136092357,0.097040151,0.07853562,0.073130982,-0.15162697,0.087971286,0.007927993,0.07980838,0.100164245,0.088339569,0.142159539,0.081805561,-0.15014462,0.071573379,-0.013069472,0.077745917,0.130864799,0.078791246,-0.04225312,0.072504852,Normal
-11.09172904,1.905034181,0.068448996,0.004825502,996.6583998,129.526483,0.096247926,0.013704999,0.038796199,0.029193976,0.067360291,0.05151381,0.025333194,0.017064492,4681.0975,704.6644691,1631.20969,444.8318821,4.553129639,0.429154946,-0.021803962,0.004581362,400.9928457,140.2473463,0.593002355,0.039945519,-9.830207989,1.412078752,4.15467042,0.294793762,-1.262858182,0.191650735,-0.926484197,0.140669962,0.079058975,0.152863433,0.286794904,0.094242875,0.733902306,0.138859863,-0.436001682,0.082391218,0.322361122,0.112679571,0.437854907,0.113878509,-0.127160522,0.134287362,0.203291237,0.097515382,-0.008031342,0.068931592,0.293145962,0.093809747,0.086935233,0.122630729,0.023929894,0.112175745,0.086869995,0.091200459,0.136510295,0.05264326,0.163986549,0.09815921,0.087357099,0.127539491,Normal
-8.705221644,0.484625713,0.029739849,0.013149893,402.4742038,233.8940788,0.125432808,0.009044993,0.119935953,0.013588765,0.128998734,0.049042441,0.025582947,0.01530018,3333.091476,458.9626567,1856.910612,505.1142967,6.157585885,0.484689729,-0.027068178,0.002280063,454.2734762,149.8849101,0.576412755,0.03723008,-9.455607226,1.643418942,4.254042915,0.302996499,-0.21663317,0.14856564,0.149102579,0.120388885,-0.293701799,0.17142023,0.973877803,0.142553502,0.107575758,0.145065478,0.024931316,0.131884398,0.160347502,0.11509234,0.503547426,0.140859058,-0.003808252,0.113839901,-0.085568647,0.119221304,0.07868148,0.117212327,-0.334970463,0.099216929,0.224544036,0.092770905,0.004160631,0.096332314,-0.358935264,0.099651104,0.239579685,0.094940938,-0.089138224,0.077451531,0.069166904,0.078190351,Normal
-12.1248956,0.990885118,0.085297043,0.010166957,1022.96879,154.6713419,0.063903519,0.007884009,0.055693752,0.031782442,0.132174871,0.048151849,0.029733914,0.012346322,2362.449547,317.601633,2768.209317,397.9758743,3.542434072,0.259167889,-0.023160006,0.002503248,618.0622814,145.1255652,0.590103622,0.039619401,-8.663922637,1.558363295,3.370245652,0.208749593,-1.244405111,0.092946753,-0.515334797,0.097539418,-0.166190648,0.08212643,0.522793891,0.086147095,0.388502437,0.133254991,-0.284387755,0.109605688,0.354388919,0.05158132,0.06247659,0.08893838,0.107186512,0.07146156,-0.369393682,0.09080846,0.393521672,0.077833453,-0.239231849,0.062547608,-0.095851565,0.074852917,0.124211222,0.089154675,-0.113517926,0.053227544,0.259142406,0.091364447,0.149049011,0.050494692,-0.086032315,0.043754676,Normal
-12.34752933,1.275563676,0.091747416,0.013179302,799.8497693,346.2796231,0.095683025,0.008007996,0.058333169,0.006891711,0.153162933,0.050151701,0.024229107,0.013537227,2087.822449,369.7388489,3262.252812,787.3672428,4.970052766,0.415462504,-0.018336032,0.003245622,630.6718873,148.5633141,0.635333295,0.047482483,-10.14142866,1.889157187,3.756386659,0.363795478,0.158972878,0.146460167,-1.102373644,0.10024591,-0.036859522,0.088552556,1.100929455,0.089431711,0.605904045,0.09869846,-0.247027235,0.078903815,0.285106859,0.074680472,-0.355579925,0.120589733,-0.374986471,0.090810773,0.228156069,0.060204915,-0.903365364,0.0944451,0.432202148,0.069860615,0.138644823,0.100059286,-0.200622677,0.063323808,-0.049996895,0.078290661,0.028231477,0.071591178,0.05345965,0.095382316,-0.03005879,0.06865703,Normal
-11.11072008,0.848745963,0.053350834,0.005617189,654.3332832,206.2982322,0.072329427,0.007684284,0.113909613,0.013683201,0.080822757,0.053021783,0.035267116,0.016984599,4451.09496,781.6244612,1530.10234,530.3610546,3.905352778,0.316157706,-0.0249046,0.003023974,429.9070357,166.2667243,0.534845476,0.115472775,-10.14218505,1.505610498,5.125136567,0.358193057,-0.669682568,0.277690426,-0.123975211,0.179069458,-0.745153097,0.172717912,-0.101445008,0.140649602,0.760555453,0.123964075,-1.111272145,0.114543932,0.641243231,0.10217609,-0.246847135,0.111674764,1.167509035,0.125954913,-0.311911925,0.093348088,0.237870222,0.078159291,0.004745457,0.076478395,-0.427602466,0.091080933,0.435335833,0.069808706,-0.119473193,0.065233928,-0.089437525,0.061349351,0.096498066,0.051863606,-0.008064466,0.049896885,Normal
-11.39572281,1.538366105,0.074633826,0.006897885,1090.518389,50.94210738,0.091193027,0.008657789,0.056551404,0.006770196,0.08058109,0.026427634,0.023424602,0.014954161,4321.024781,955.3538939,2557.975352,499.539813,4.610635642,0.284507862,-0.021601922,0.004618674,523.1896793,91.64695842,0.588235325,0.042076858,-9.501366516,1.435304073,3.724482721,0.378824313,-1.95084494,0.173556719,0.224142837,0.18412934,-0.990237688,0.224856969,1.167874233,0.214403907,-0.229485826,0.222767413,0.000656601,0.207206087,0.676066162,0.167238218,0.278260876,0.165937596,-0.085350772,0.12434182,-0.070544557,0.07563961,0.216440496,0.116878467,-0.051066951,0.101232096,0.368277236,0.098832758,-0.175791001,0.167050771,0.356265932,0.105617757,0.084902772,0.103918986,0.132821927,0.065940274,-0.250625571,0.084083868,Normal
-9.227588382,1.061317158,0.072664399,0.008448394,874.8085437,29.00745682,0.133981758,0.012973235,0.045973478,0.022317584,0.137441182,0.02483892,0.020730464,0.013567429,2440.539868,371.2881378,2498.601044,720.5711404,6.176971689,0.381656042,-0.021652526,0.002768958,404.5705836,55.30027652,0.59246485,0.048699261,-9.941972787,1.017909753,3.477892213,0.190376479,0.015722188,0.15523698,-1.34286713,0.167190969,-0.52551596,0.127466937,0.982050477,0.110902427,0.157051979,0.09133403,0.008975813,0.105833409,0.558893326,0.101272709,0.297379544,0.092333171,0.179365734,0.096826092,0.116447463,0.075159756,-0.139275225,0.08457945,-0.118296171,0.073416234,0.047651971,0.111391081,0.149573817,0.077551396,0.537806438,0.122900795,0.135057949,0.091384784,-0.186541667,0.101147798,-0.804471992,0.14364057,Normal
-8.648234249,0.638742509,0.02410548,0.005094593,353.5760324,194.5937733,0.117451201,0.013743086,0.169422702,0.019451174,0.072516048,0.056418862,0.039422738,0.015245255,9279.20829,1205.286148,1276.251266,551.4524967,5.354937858,0.483578798,-0.029165995,0.003238307,348.0195984,164.3918354,0.564931817,0.073945979,-10.72613733,1.277966818,5.640136573,0.39914371,-0.325478298,0.241678184,-0.4887259,0.142817648,-0.306386145,0.141366506,0.614299938,0.124113611,-0.226318929,0.130074597,0.607247499,0.114852772,-0.113405598,0.092172722,0.203197705,0.098014102,0.715352202,0.117320759,0.085695116,0.082591201,-0.232236797,0.108043486,0.045369872,0.116130019,0.233693703,0.094200421,-0.206380054,0.093862695,0.259902317,0.077913231,-0.182668082,0.092639299,0.360186538,0.102007316,-0.185813796,0.084321072,Normal
-11.31689046,0.875885007,0.040624903,0.004186717,521.8788498,183.6276677,0.077900819,0.012170244,0.14897401,0.017464483,0.096685235,0.04904807,0.023203295,0.014114072,4989.958031,770.0827237,1376.525772,474.7211677,4.109114466,0.414052094,-0.023405582,0.003693191,430.0429842,152.3885226,0.51077805,0.123763049,-10.35096719,1.524801945,4.48030589,0.303414296,0.523226049,0.311829271,-0.526930174,0.218609002,-0.794007746,0.251974235,0.388619533,0.265419082,0.212170634,0.219968746,-0.389020281,0.206055925,0.032893336,0.167370623,-0.492536932,0.146137484,1.264600708,0.133624044,0.017154994,0.121715116,0.088201372,0.128917303,0.492849097,0.12414656,-0.466818486,0.096395023,0.080043793,0.082052455,0.300074858,0.078009673,-0.137629073,0.077167052,-0.183701843,0.074872424,0.305194643,0.072949394,Normal
