Vmfcc1Mean,Vmfcc1SD,Vmfcc2Mean,Vmfcc2SD,Vmfcc3Mean,Vmfcc3SD,Vmfcc4Mean,Vmfcc4SD,Vmfcc5Mean,Vmfcc5SD,Vmfcc6Mean,Vmfcc6SD,Vmfcc7Mean,Vmfcc7SD,Vmfcc8Mean,Vmfcc8SD,Vmfcc9Mean,Vmfcc9SD,Vmfcc10Mean,Vmfcc10SD,Vmfcc11Mean,Vmfcc11SD,Vmfcc12Mean,Vmfcc12SD,Vmfcc13Mean,Vmfcc13SD,Vmfcc14Mean,Vmfcc14SD,Vmfcc15Mean,Vmfcc15SD,Vmfcc16Mean,Vmfcc16SD,Vmfcc17Mean,Vmfcc17SD,Vmfcc18Mean,Vmfcc18SD,Vmfcc19Mean,Vmfcc19SD,Vmfcc20Mean,Vmfcc20SD,Label
-11.18029688,0.460287941,4.470153713,0.225691793,-0.37883829,0.249255184,0.419314223,0.311991809,-0.606504224,0.280716564,-0.103733727,0.184596802,-0.348478464,0.178284669,-0.024715157,0.215281506,-0.128803872,0.236382547,0.323437659,0.162638564,0.121307765,0.147439557,0.672968605,0.118157236,-0.14843958,0.11724396,-0.0367761,0.134305503,0.427895527,0.133596203,-0.298385804,0.106621911,0.203540499,0.090711611,-0.287879888,0.096073894,0.203540607,0.124011645,-0.075164609,0.08179973,Normal
-13.30269406,0.515424353,4.043595413,0.282123333,1.22069791,0.289557415,-0.809131306,0.379739372,-2.170459662,0.553246082,1.117866867,0.287703923,0.37304937,0.264721417,0.272132832,0.203395585,-0.351594138,0.227943244,0.243865581,0.199072607,0.034864633,0.17605826,0.001128019,0.206270436,-0.030296075,0.187623448,0.611303585,0.167061287,-0.27560793,0.204002222,0.1150012,0.139195717,-0.028866928,0.148504053,-0.130818053,0.143709148,0.072672336,0.139428227,0.156107427,0.143408234,Normal
-10.22798984,0.393331003,2.735416617,0.20764368,-0.164739444,0.113264913,0.377474972,0.179996471,-1.124824588,0.249630753,0.960236636,0.15686759,0.679453364,0.201654083,-0.421114789,0.150572321,-0.532852881,0.212426295,-0.479964872,0.156725971,0.292955245,0.162293908,-0.01288125,0.136142985,-0.024947073,0.201486957,0.384086764,0.19874699,-0.156538665,0.123325725,0.057471068,0.134847827,0.107632709,0.098577854,-0.122868332,0.098754046,-0.035942059,0.087321875,0.128258808,0.091514297,Normal
-11.00683238,0.816777876,3.987637516,0.264371399,-1.781933685,0.132938468,0.210924236,0.316380131,-2.236249662,0.385993987,0.903268865,0.127342523,0.853570712,0.15023092,-0.992810362,0.210873979,0.532527758,0.104598567,-0.252549151,0.164436355,0.665344354,0.160130552,-0.007960963,0.096928417,0.177470975,0.123449979,-0.351998967,0.14552715,-0.255407685,0.15972997,0.059924245,0.085325694,0.231397412,0.150851268,0.03261597,0.127528354,-0.022896026,0.059557685,0.116418353,0.089167028,Normal
-12.66833129,0.895437867,4.071236811,0.284470724,0.129490177,0.164947021,-0.086661774,0.289096506,-1.303635981,0.297422826,0.331419827,0.166562042,0.711798567,0.189621971,-0.793152722,0.242830279,0.074383168,0.262488304,-0.31039457,0.139656476,0.59069981,0.215488847,-0.085160165,0.130068883,0.582311751,0.296532718,0.472305366,0.216350314,-0.618650635,0.15985767,0.115015442,0.125884297,0.040707183,0.100430511,0.055074015,0.149716438,-0.024457743,0.096722782,0.147305725,0.155418219,Normal
-12.34851806,0.387728855,5.54518641,0.240632988,-0.829480868,0.245092741,-0.735845792,0.214125254,-0.100036314,0.183074871,-0.252313011,0.181665687,-0.129633889,0.192321502,0.481450646,0.171980402,0.392591843,0.140494542,-0.137590704,0.149776583,0.087498129,0.173453111,0.464285863,0.145978435,-0.215737645,0.125727287,0.085741934,0.097251019,-0.008161305,0.12324336,0.125071881,0.114136512,-0.250981631,0.099373496,0.250558461,0.112537005,-0.140885382,0.104899084,0.195171231,0.092817293,Normal
-10.56397925,0.644971717,3.999736129,0.2889415,-0.959085797,0.226795181,-0.649256523,0.203247097,-0.31681178,0.203760269,-0.462316917,0.244582961,0.24631301,0.178372922,0.299134588,0.123294869,-0.202906042,0.168116021,0.592130054,0.14987303,-0.419198436,0.106920599,0.332016779,0.102720411,-0.016361468,0.140716093,-0.260354611,0.114164869,0.138990506,0.140501911,0.373668546,0.119208562,-0.44847008,0.136957854,0.457238495,0.11380285,-0.193981006,0.097388759,0.308859279,0.077376157,Normal
-14.57630478,0.558431629,4.246808513,0.299916485,-1.463846436,0.211825604,-0.937151266,0.183760166,-0.381620603,0.227277215,2.149155207,0.31192809,-0.06541279,0.270438218,-0.225687235,0.158905412,0.352135835,0.234069678,-0.020290031,0.159124269,-0.211246666,0.160094263,0.101516,0.170822745,0.068827473,0.149780773,0.463976116,0.129810841,-0.062445232,0.133942217,0.014751888,0.129150045,-0.215131609,0.127936383,0.141387734,0.155073426,-0.079695853,0.128861241,0.089991584,0.110485065,Normal
-10.60565161,0.207267336,3.500301352,0.109261163,-1.040137362,0.130050419,-0.680479333,0.1121481,-0.489204641,0.123052454,0.651953365,0.108720541,-0.250917054,0.117070956,0.355730131,0.083552853,0.087542811,0.079634707,0.594317499,0.0722602,-0.236610416,0.072481744,-0.048145514,0.069589116,0.126465199,0.083612569,0.088769697,0.071731891,-0.113703739,0.063606276,0.349370187,0.05437054,-0.529687926,0.061613881,0.295134339,0.077665269,0.071575363,0.084455347,0.163385319,0.078710721,Normal
-13.17503881,0.200983097,4.417148584,0.197493703,-2.428281613,0.151157832,0.449503725,0.141343592,-1.572011325,0.147186706,1.376577423,0.184668803,-0.463883457,0.167023203,-0.387763247,0.096565639,0.821970219,0.123582384,0.229915231,0.112078558,0.052862237,0.095029222,-0.162320435,0.091988653,0.204814356,0.098996209,-0.084791943,0.077956713,0.255207981,0.090720622,-0.256576785,0.085587323,-0.046642517,0.074815035,0.057928596,0.083716806,0.148221076,0.081075954,0.225531251,0.079837162,Normal
-13.71059042,0.702970953,4.908564876,0.330840635,-1.237193906,0.292852016,-0.9607959,0.329653888,-0.229302058,0.212099752,0.564507538,0.262919113,0.457973115,0.222331095,-0.083117115,0.179624033,0.181090847,0.147190862,0.26964429,0.154931349,0.241615555,0.155776005,-0.62253811,0.144656753,0.328558397,0.153924833,0.204259867,0.141978989,-0.119554009,0.161068565,0.223051342,0.128784543,-0.192290605,0.108528363,0.097952266,0.121693948,0.05523666,0.165193338,0.116349191,0.102924959,Normal
-9.569322015,0.399552147,3.782878806,0.152145303,-0.596762601,0.138250518,-0.302071419,0.151849514,-1.62543144,0.198828008,0.560624272,0.162089822,-0.209667297,0.163535659,0.636452709,0.126965094,-0.163787372,0.151789588,0.348461823,0.171976272,-0.08269119,0.21200191,-0.201095603,0.165783381,-0.172733869,0.182409686,0.00950321,0.246600353,0.118195077,0.183001048,-0.21643015,0.080176815,0.22588693,0.189398727,0.044263529,0.116018749,0.004848838,0.117764631,0.176050289,0.174954962,Normal
-9.720798375,0.395094833,3.973258825,0.232913378,-1.674285919,0.136412576,0.165237111,0.110572239,-0.417804784,0.10082114,0.331797562,0.095457094,-0.744193323,0.102973261,-0.344028214,0.175841613,0.208896238,0.132336968,0.003626614,0.10913005,-0.413820777,0.065178527,0.24580888,0.118829497,0.740895658,0.133663238,-0.582417622,0.090149678,0.449621349,0.086565387,0.218705436,0.084479034,0.059018322,0.155688942,-0.258334551,0.144994702,-0.122010636,0.098177479,-0.244987651,0.100152331,Normal
-12.23950555,0.228890298,3.014009573,0.275433127,-2.022430429,0.114479446,-0.042694602,0.139717664,-0.878367722,0.134310598,1.241228804,0.11039149,0.36914459,0.122125857,-0.595184351,0.113311837,0.912136228,0.137762901,-0.289451088,0.11602802,0.217286916,0.096048174,-0.581209905,0.106192858,0.192883827,0.117111718,0.032144015,0.084135559,0.44583495,0.074206873,-0.093170842,0.076069607,-0.007517343,0.069736307,0.019726677,0.086710684,-0.024155507,0.100469012,0.157777749,0.096652748,Normal
-13.15558813,0.969967812,4.422656423,0.214275632,-0.79480985,0.169858262,0.160621029,0.237800415,-2.473577272,0.363698565,0.828098323,0.180676914,1.434670022,0.241687871,-0.833565218,0.149820385,0.771094682,0.146050472,-0.357374599,0.140231939,0.137682633,0.123374831,0.31322935,0.293906978,0.325771479,0.10458809,-0.235818126,0.156801135,0.070045101,0.148791289,-0.276214096,0.160002482,-0.065492216,0.133811673,0.226087408,0.093886672,-0.021647065,0.076534396,-0.070039452,0.093541172,Normal
-10.40363386,0.449032239,4.710141659,0.295765997,-2.105001537,0.163033786,-0.263329505,0.284851161,-0.754423261,0.184185783,0.045746823,0.196206311,-0.518116681,0.115063065,0.109759022,0.161795769,0.412522373,0.239500213,-0.284619877,0.19681264,0.424754166,0.111744956,-0.307049038,0.083283633,0.702887643,0.109667026,-0.62165041,0.134356342,-0.105435479,0.197084502,0.372166376,0.164438181,-0.337145868,0.083460442,0.242876164,0.087272106,0.067046954,0.091773713,0.244017889,0.081792388,Normal
-10.79855556,0.24101849,4.35224885,0.194034664,-2.635602462,0.129196549,-0.637266157,0.143860042,-0.086424299,0.187413582,0.355081223,0.206621493,0.761298107,0.128716233,-0.613390837,0.132570422,0.21733532,0.140942757,0.187724092,0.143780814,-0.516791412,0.104602124,0.248353231,0.142711666,0.305827933,0.172320839,-0.379539479,0.109825436,0.324414879,0.158915925,0.403538112,0.186573659,-0.616722138,0.156166072,-0.340703783,0.107607895,-0.624047519,0.089443243,-0.054483118,0.062786481,Normal
-9.251030793,0.395441983,4.366014418,0.163793104,-1.178708678,0.173525578,0.231814118,0.144815339,-0.530675021,0.119470199,0.47755032,0.097098509,-0.237880053,0.073904573,-0.583096215,0.085634089,1.125072145,0.123658569,-0.124131812,0.108742377,-0.21833945,0.094976749,-0.022611747,0.13892372,0.642717764,0.126124245,-0.356733416,0.102546829,0.149797459,0.121911445,0.30788513,0.105820901,-0.43875261,0.110241938,0.574235043,0.088485944,-0.164309549,0.049637805,0.327879691,0.099660403,Normal
-11.21397356,0.160669214,3.946022779,0.151414711,-1.514255265,0.117217667,-1.351635308,0.131344723,-0.232235089,0.141544344,1.724896685,0.148351007,-0.293237801,0.223913936,-0.098443927,0.190304465,0.735855691,0.194267486,-0.046474662,0.171701191,-0.242110747,0.133068101,0.182384237,0.112846761,-0.182702255,0.112507923,-0.305260879,0.091896028,0.35802982,0.091878589,-0.254265592,0.117874138,0.132450622,0.095223452,-0.111299254,0.112496782,-0.35600756,0.088334778,-0.486277161,0.106819803,Normal
-12.89093889,0.229172382,4.036160892,0.118698882,-2.139470231,0.110682907,-0.067627726,0.103102729,-1.565599005,0.122383628,2.094362438,0.138813062,-0.501234513,0.090238755,-0.110944723,0.089913066,0.523855902,0.071168916,0.084370691,0.069751997,0.2956081,0.088442457,-0.059861708,0.073490617,0.324457737,0.081639963,-0.387034321,0.102667221,0.631513013,0.086772533,-0.178384931,0.054907921,0.018010733,0.074902257,0.03612655,0.071198093,-0.179287935,0.075887051,0.139114268,0.066288705,Normal
-11.23757575,0.353898869,4.021288886,0.33745508,-1.570460156,0.191962658,-0.95581434,0.153822133,-1.183201584,0.132439588,1.002715549,0.103392582,0.24554935,0.107054658,-0.152517252,0.139929115,0.35157441,0.133043245,0.365348153,0.106390649,0.162817772,0.085787299,-0.116210878,0.103529894,0.497938999,0.096885518,-0.351557379,0.092738278,0.09682583,0.092207349,0.051096603,0.117944838,-0.434597589,0.113875344,0.349898567,0.08526938,0.054777065,0.065371377,0.130743247,0.101404931,Normal
-12.73613561,0.379872045,3.866406057,0.168023437,-1.470685666,0.119496834,0.388042029,0.174010764,-1.568226616,0.198517008,1.240840757,0.090214099,-0.202030195,0.076416759,-0.256403654,0.056160398,0.031239153,0.085897787,0.171395848,0.102448375,0.296020541,0.084150783,-0.081991485,0.056201213,0.001257785,0.053860743,-0.068392995,0.081423993,-0.188172578,0.054198507,0.371906309,0.103415111,-0.323239686,0.066459267,0.14662309,0.092645216,0.06337848,0.06840442,0.103053761,0.084473269,Normal
-13.00830971,0.211191476,4.144008745,0.177794644,-2.620396139,0.155094695,-0.727398849,0.157525666,-0.478594798,0.141199751,1.254496734,0.126819149,0.215094338,0.091270693,-0.250408463,0.088628071,0.43430442,0.100206692,0.082268898,0.095689342,0.13904258,0.106646641,-0.337758139,0.128731842,0.718043093,0.122220985,-0.261864043,0.084993582,0.279175832,0.098888581,-0.067918654,0.107330407,-0.181469933,0.1107268,0.058879391,0.082704431,0.151600623,0.070667011,-0.012921842,0.116358017,Normal
-12.68173027,0.768943461,4.615012829,0.455645644,-0.371503678,0.281350866,0.635621589,0.253833806,-1.121445859,0.291200451,-0.113127202,0.155318473,0.702154678,0.134594272,-1.034701365,0.241931078,-0.264433161,0.241993483,-0.116474372,0.163801997,0.441096977,0.209864031,0.568245111,0.151204304,0.026988346,0.160777889,0.307559827,0.119754125,-0.320637334,0.158619275,0.062110696,0.151261648,0.279219301,0.154277524,-0.223017643,0.095717805,0.016349686,0.121578872,0.030034842,0.17449125,Normal
-11.46177095,0.754672822,3.062458433,0.216718803,-1.018810365,0.168474547,-0.406420989,0.259938273,-1.906966687,0.233255644,0.870114273,0.10124331,-0.069832804,0.172269354,0.458086954,0.199835386,-0.716737232,0.226248257,0.721367937,0.104341517,0.247469373,0.170734276,0.095120376,0.091475458,-0.466176283,0.135985672,0.270854818,0.115419104,-0.288937856,0.135915565,0.064948643,0.099933453,0.401598977,0.132051255,0.127641197,0.10044134,-0.139748166,0.09659004,0.156572416,0.109667854,Normal
-9.891926051,0.456116597,4.27919889,0.209033911,-2.156619202,0.126335858,-0.116575753,0.15284872,-1.498533567,0.142365667,0.774683666,0.083911536,-0.255989843,0.10226045,-0.401083421,0.135408325,0.482430557,0.15572459,0.067410331,0.087724844,-0.180729069,0.07817587,0.055122408,0.093401744,0.547237468,0.0889425,-0.644433944,0.071793586,0.401129394,0.082980818,-0.335237514,0.110729541,0.147153641,0.088414833,-0.016236717,0.072990222,0.198697471,0.086748571,0.410336593,0.112282394,Normal
-12.93795809,0.713195456,6.039706839,0.265019482,-0.313192437,0.19501566,-0.518816996,0.141260926,-0.716035718,0.172146134,-0.610483328,0.173638181,0.429100888,0.231896809,-0.321662742,0.184050283,-0.03483185,0.151394515,0.070941552,0.152121543,0.014422897,0.142204226,0.360081245,0.147060992,-0.11389894,0.142696453,-0.165968063,0.119839844,0.153225658,0.128573085,0.070991007,0.137954243,-0.287873489,0.127283625,0.286517173,0.106937896,0.101642262,0.11147665,0.052072408,0.106099763,Normal
-12.29723685,0.529801232,3.525776959,0.251083199,-0.719014561,0.161422175,-1.761830697,0.147407972,0.051042063,0.142008604,0.7416666,0.132593359,-0.453496736,0.13283377,0.774366948,0.136021467,0.005685968,0.112550121,0.460306638,0.126199475,0.056670968,0.137816287,-0.465791015,0.166137343,0.331322505,0.141285849,-0.014863949,0.10928259,0.383333101,0.096418007,-0.237217491,0.099947968,-0.17788461,0.089446302,0.174035279,0.107734535,-0.031621148,0.107157026,0.248950105,0.10332345,Normal
-12.48886071,0.718330112,4.245493087,0.306263681,-1.361232503,0.309382317,0.308529432,0.307986139,-1.466895196,0.336253275,-0.007108762,0.175171376,0.614549397,0.155455754,-0.255911312,0.217938045,-0.303869356,0.247194382,0.319895979,0.202065294,0.516681753,0.267370188,0.096556843,0.126036371,0.230693333,0.122285585,-0.244970651,0.140568219,-0.087368567,0.268491924,-0.318954183,0.181336638,0.435391692,0.174119681,-0.017146939,0.132764892,0.114379544,0.124650536,0.145027036,0.137539785,Normal
-12.77731907,0.376550966,4.564651737,0.123297901,-1.657774896,0.116560229,-0.275056232,0.209058168,-1.947821074,0.101101935,1.155787878,0.121888449,0.140021419,0.142358673,0.393967879,0.089445249,-0.774836989,0.095324676,0.523950892,0.079445422,0.264829929,0.058335574,-0.274033173,0.081369095,0.34554544,0.081335664,-0.3543824,0.097382201,0.216324427,0.082025794,0.009129422,0.072941873,-0.049770899,0.073231022,0.014932417,0.075235999,0.204961281,0.070728591,0.127622249,0.075651508,Normal
-10.54385173,0.393196377,4.084743339,0.142105924,0.151786849,0.118548068,-0.070697421,0.183245656,-1.635837411,0.201378446,0.430473697,0.173219466,0.631528451,0.228976847,-0.776202066,0.305040557,0.132517469,0.13550882,0.419241887,0.147815262,0.319022071,0.174051775,-0.092146395,0.165468099,0.220120974,0.150798407,-0.393153057,0.120454546,0.106386904,0.133783665,-0.039157846,0.092395827,0.126266093,0.095095285,-0.158965078,0.136198498,0.133426702,0.088597602,-0.110654636,0.108466146,Normal
-12.1826431,0.751854842,3.604755921,0.324741373,0.353892066,0.24309677,0.054565825,0.250466386,-1.708478048,0.347946295,0.186463001,0.240300722,0.297270343,0.254046791,-0.303664534,0.206600692,-0.44190974,0.16746283,0.291235997,0.161265401,-0.088644201,0.217129375,0.344955426,0.217471338,0.236969251,0.17284408,0.357775155,0.159145413,-0.313876003,0.286294726,-0.088749962,0.194697605,0.238785846,0.235789356,-0.028367433,0.155599377,-0.005309846,0.12203906,0.327800287,0.123281987,Normal
-11.44637103,0.948529828,4.050367136,0.238482029,-0.364436509,0.119659863,0.523543161,0.329779109,-2.516395426,0.519755905,0.010213011,0.105796956,0.697434771,0.142401509,-1.036110909,0.173941242,0.516841115,0.132024186,-0.454110127,0.159860355,0.696569807,0.150117628,-0.208254906,0.087058443,0.513116336,0.219726289,0.273940464,0.232286561,-0.276786346,0.105383944,0.170867822,0.109381538,0.041681268,0.12341671,0.021910997,0.180138294,0.25771576,0.152894776,0.029910092,0.091573753,Normal
-14.83590633,1.137577987,4.441957948,0.250339948,0.271327928,0.204585915,-1.276448602,0.35802975,-1.346895928,0.32771267,0.478205177,0.188397335,0.575246553,0.286941813,0.247972078,0.278065071,-0.456032746,0.234809774,-0.168899007,0.169862158,0.587780278,0.240120789,-0.145172245,0.135283799,0.37043952,0.211862298,0.293452878,0.150061061,-0.229248416,0.168827728,0.04391036,0.137508753,0.120910792,0.125635461,-0.132795422,0.121909564,0.046181181,0.149072226,0.039183525,0.157407276,Normal
-9.816194467,0.646918017,4.567349664,0.254791089,-0.474712542,0.184063549,0.598458917,0.151494965,-1.204691363,0.145011759,0.708129315,0.143806492,0.09561274,0.128833439,0.375159166,0.130302098,0.170377384,0.133636347,0.513095112,0.132734556,-0.022977789,0.128869016,0.056222933,0.125539071,0.368240924,0.114172036,0.117377801,0.125957356,0.00859241,0.155149982,-0.061240935,0.173878453,0.07739924,0.144372643,-0.081445058,0.108864666,-0.136457574,0.096555775,-0.000730447,0.104408054,Normal
-11.25038738,0.685465978,5.561796985,0.230664005,-1.08733769,0.244247801,-0.558653451,0.284856778,-0.155028583,0.179842792,-0.493944707,0.215922736,0.436226097,0.219950969,-0.038163708,0.168079401,0.123662293,0.175619765,-0.172442911,0.17084,0.084432994,0.190875003,-0.051667986,0.167013255,0.240262984,0.142045734,-0.309432888,0.156957842,0.474930445,0.137843183,-0.129607588,0.115716759,0.044712856,0.115502114,-0.081543937,0.129362498,0.216131687,0.128393413,-0.12033083,0.096111104,Normal
-11.77240105,0.6940721,3.955589997,0.279139795,-1.314318389,0.160186818,0.594031383,0.153966829,-0.651510694,0.124504385,0.32874692,0.140067025,-0.268538417,0.149802948,-0.019445704,0.179507427,0.41250075,0.12905183,0.568133527,0.157463074,-0.477015829,0.132065574,0.612184639,0.112312335,0.212371536,0.118172138,-0.56583323,0.155608246,0.377657029,0.123227561,-0.176872775,0.128484435,0.147135351,0.09113384,-0.254705598,0.081191498,0.413561378,0.13990317,-0.127521116,0.097205925,Normal
-12.00986729,0.762685499,4.152448983,0.221444429,-1.55934311,0.169590459,0.509607127,0.350034779,-2.25423709,0.359260517,1.242205043,0.196622327,0.266083953,0.107670285,-0.550418907,0.243548111,-0.415110608,0.173432721,-0.275736721,0.118600624,0.82038168,0.108187936,0.024802157,0.115169876,0.654546075,0.12605779,-0.47438846,0.148087811,0.051343987,0.093164075,-0.28420334,0.118531555,0.381039088,0.104139089,-0.11330712,0.163451557,-0.031857823,0.099491594,0.117136967,0.146880803,Normal
-10.95942501,0.417523375,5.365320123,0.290201565,-1.641416689,0.156801124,0.387107029,0.214852707,-0.730483067,0.190708706,-0.369656975,0.214907536,0.356388658,0.190327633,-0.595517793,0.229188709,0.47594289,0.167715829,0.07147176,0.129324827,0.183383951,0.105918281,0.182172597,0.128404737,0.179826083,0.146320823,-0.579781256,0.118036828,0.323092791,0.126198487,-0.173425652,0.133912994,-0.064952001,0.094445897,0.084718,0.090548235,0.370193094,0.087144813,0.052748756,0.121933432,Normal
-9.171104995,0.342664911,2.628075684,0.141549292,0.231691155,0.110213637,-0.856264979,0.196313045,-1.050869822,0.162759981,0.317670812,0.208286495,0.040753731,0.211895224,0.311012995,0.122322705,-0.494288948,0.128941736,0.518218462,0.138203631,0.329922362,0.078604439,-0.075240222,0.178874695,-0.057400392,0.118134182,-0.03063992,0.079567669,-0.488050003,0.215534372,0.207385201,0.141856332,0.075820418,0.191279346,-0.456992786,0.137179324,0.604758482,0.059732076,-0.129775218,0.10071218,Normal
-12.35444019,0.896171922,3.87780038,0.28012447,0.550172176,0.158066574,0.016693361,0.275163756,-2.120012527,0.416253574,-0.048355441,0.226551751,0.028623169,0.155657889,0.389817859,0.190405634,-0.6651171,0.235505449,0.071418621,0.155014328,-0.077542485,0.248648363,-0.123825889,0.148915555,0.21017649,0.156848806,0.603685095,0.241381817,0.123851734,0.164912132,-0.045547267,0.117466883,0.113115121,0.179354727,-0.370293594,0.135915883,0.085152265,0.155413693,0.29655066,0.159056476,Normal
